"userID","itemID","rating"
"A132ETQPMHQ585","B000B14ERS",2
"A2X9UNV6RT0DRZ","B000B14ERS",2
"A3EMOP8IWPF77I","B000B14ERS",5
"AMDC4OLGMNHH6","B000B14ERS",3
"A3KR8RNNPF2XY","B000B14ERS",1
"A2IMZ3QN83XP08","B000E69Z3S",5
"AS0THFHAACZ46","B000E69Z3S",5
"ATSR2L4FZVO8Z","B000E69Z3S",5
"A33FJD2E01DQBO","B000E69Z3S",5
"ASM2RJJ4HFXK7","B000E69Z3S",5
"ALPDNNJCJ22DG","B000KEG4V0",2
"ABTAORGTWM7Z2","B000KEG4V0",5
"A31FUWP3DWIXH5","B000KEG4V0",5
"A3LD208P9CSWYM","B000KEG4V0",5
"A13KLKAIMA3ETS","B000KEG4V0",5
"ACGWBBUYAPX7G","B000KEG4V0",2
"AE6G6AGZGT3L2","B000KEG4V0",1
"AD55VDX9UZP7F","B000KEG4V0",5
"A3SFDLC199OGLF","B000KEG4V0",1
"A3KR8RNNPF2XY","B000KEG4V0",2
"A23P7HJBRQ0F7L","B000MX3O4E",5
"A6RCRGRYFGDWU","B000MX3O4E",4
"A2HH8ZA8ZOBGGT","B000MX3O4E",5
"A132ETQPMHQ585","B000MX3O4E",3
"A3Q1Q6SMOCOOLV","B000MX3O4E",1
"A1D3RZRRITKB75","B000MX3O4E",2
"A3V24JYN4Y4QD9","B000MX3O4E",1
"A23P7HJBRQ0F7L","B000N63OB8",4
"AKBZD4VMJ1FF4","B000N63OB8",2
"A3STYWJJV2NM5V","B000N63OB8",5
"A1TADEUAY3FR8S","B000N63OB8",3
"A2J4XMWKR8PPD0","B000N63OB8",5
"A2ZFL0PUGFOK90","B000NGJ41M",3
"A1SRN7SCLXAD3S","B000NGJ41M",4
"A25ID6BDOXN2CS","B000NGJ41M",3
"A44V99PXB7RCZ","B000NGJ41M",5
"A2SQVPANIH391T","B000NGJ41M",5
"A3EXUTKZCHD4ZR","B000NGKLNC",5
"A6Q1DGH8MKGN8","B000NGKLNC",5
"A3H99Z64RZS1BO","B000NGKLNC",2
"A3HYSVDNUK7IUE","B000NGKLNC",1
"A1PRMMKF22NEE3","B000NGKLNC",5
"AWBGHDHH7E51F","B000NGKLNC",3
"A2IK7VUU4IE4WK","B000OBO66E",5
"A1D3RZRRITKB75","B000OBO66E",5
"A1KT19TDP9VE63","B000OBO66E",4
"AFXIADDRB0W2W","B000OBO66E",5
"A3NVAY2QVNFHRJ","B000OBO66E",3
"A25GUWKQXN4SI0","B000OBO66E",5
"A2FWDBKX76ILA7","B000P50VWM",5
"A1AB3SEDDMS0BO","B000P50VWM",1
"AJKGF1DFANXE3","B000P50VWM",5
"A3FNFRZR7AVKH6","B000P50VWM",5
"ASDEJ8NCJP1IH","B000P50VWM",4
"A2D1PTMMCA93BV","B000P50VWM",4
"A1MT3GT9YHEDFQ","B000P50VWM",5
"A1FTJ84WCY3CJN","B000PH25X8",4
"A3BA2EFFL8FAKR","B000PH25X8",4
"A3J16YJTJ671J8","B000PH25X8",5
"A3IMC3V6YXSLV4","B000PH25X8",3
"A25QATAR11JS31","B000PH25X8",5
"A3PQSRBLPP1585","B000PH25X8",5
"A342YY7GHWRUYC","B000PH25X8",4
"A27EP3NH7T2ZZJ","B000PH25X8",5
"A1HTU3BEHDKKLI","B000PH25X8",4
"AC82XED9ZBMRW","B000PH25X8",4
"A2M3Q40NBY1VAO","B000PH25X8",3
"A2FVEA3WIO0TK3","B000PH25X8",4
"AD8WCKE5CNLUR","B000PH25X8",5
"AEJEVGGLF36MJ","B000PH25X8",5
"A3D140J4JTAKSZ","B000PH25X8",5
"A2928VAUPHJ758","B000PH25X8",4
"A2THIXG7X5T53F","B000PH25X8",2
"AZEGM6YOP131D","B000PH25X8",4
"AQLXZI81F54VB","B000QW6LE6",5
"A2VP7YJDHY6QM9","B000QW6LE6",1
"A2QSAE608D8KEK","B000QW6LE6",3
"A1LM4PSE0HJQDW","B000QW6LE6",2
"A2MUGMVYC8QR0U","B000QW6LE6",4
"A2LKE0SEQBP6PD","B000QW6LE6",5
"A2928VAUPHJ758","B000QW6LE6",3
"A2GA55P7WGHJCP","B000T9VK56",4
"AI4PP98ST4G0W","B000T9VK56",5
"AUE92FHYZC5B1","B000T9VK56",4
"A2P6FZ84SXSANO","B000T9VK56",4
"A2V5R832QCSOMX","B000T9VK56",4
"A2O6ZO8I28VSEM","B000T9VK56",3
"APFTQJGB3TFND","B000T9VK56",5
"AFJIKJ97WVNCU","B000UJY3VS",4
"AAV45IBIJCSWN","B000UJY3VS",5
"ATV56H8KZRAL1","B000UJY3VS",4
"A2ZC98PN1Y9X9R","B000UJY3VS",5
"A3R72ZJRSS90VX","B000UJY3VS",5
"A261I3UFZG30Z6","B000UJY3VS",5
"A1ZLCC118MDCE","B000UJY3VS",5
"A37LZPKBULVMCJ","B000UJY3VS",5
"A369DQIY70GYL2","B000UJY3VS",4
"A1GFW6XYL0NMNM","B000UJY3VS",4
"A18F2Y24BRZXW2","B000W41AIK",4
"A16MXJQGC48ZSW","B000W41AIK",4
"A2IK7VUU4IE4WK","B000W41AIK",4
"A2KNHQC9I89JQ6","B000W41AIK",4
"A10OZSMV7HOTCF","B000W41AIK",5
"A2LX85V0TVHUQK","B000W41AIK",5
"A1FTJ84WCY3CJN","B000XDDERK",5
"A1Q3T6HSF3DYJ3","B000XDDERK",4
"A1MPWQVJBMGDSB","B000XDDERK",5
"AB24LMHHPLUEG","B000XDDERK",5
"A1AQIXU52LE5HT","B000XDDERK",4
"AL47TOHUO3U6I","B000XDDERK",5
"A1XCWPO3PTZX1W","B000XDDERK",5
"A1MCBMZAB4AFAZ","B000XDDERK",5
"A3TMF8E4YQFIH8","B000XDDERK",5
"A1AB3SEDDMS0BO","B000Y13JS0",5
"A3UPRMY10TYDAX","B000Y13JS0",5
"A6DD0NPFSZ4YA","B000Y13JS0",3
"A2U17368AIPFIT","B000Y13JS0",5
"A1YT017OMK5UAE","B000Y13JS0",2
"A3GUZLYYPK1807","B000YGH3E6",5
"A68J3YO34TUOV","B000YGH3E6",4
"A1JNASJT8V298J","B000YGH3E6",4
"A2OMZ8QPFZQBO4","B000YGH3E6",2
"A2BH6HF3QVOUY9","B000YGH3E6",5
"A2J4XMWKR8PPD0","B000YGH3E6",5
"A3LDFTSXU3UPBO","B000YGH3E6",5
"A2OPFLMNQW1YS3","B0012M0XSE",5
"A2XGG0GURTFFWU","B0012M0XSE",2
"A394VM5VEO1TRG","B0012M0XSE",4
"A3PE67UF2CT71R","B0012M0XSE",5
"A2OVYIPL3OW0FF","B0012M0XSE",3
"A2J4XMWKR8PPD0","B0012M0XSE",5
"A3LDFTSXU3UPBO","B0012M0XSE",5
"AWBGHDHH7E51F","B0012M0XSE",5
"A1SNWL5149BR45","B0012QM8IS",4
"A132ETQPMHQ585","B0012QM8IS",3
"A6PEVIADZSFGE","B0012QM8IS",5
"A2FQEIN3IPMQE","B0012QM8IS",1
"A28IBOLVCSQRLQ","B0012QM8IS",5
"A2OVYIPL3OW0FF","B0012QM8IS",4
"A369DQIY70GYL2","B0012QM8IS",5
"A3CRGYJBSII8WZ","B0012QM8IS",5
"AU5E31C2M5YGB","B0013KBX7K",5
"A2LAGOPH8L3LD3","B0013KBX7K",5
"AC82XED9ZBMRW","B0013KBX7K",5
"A2VSG9C77BOFPR","B0013KBX7K",5
"A3G0WJM976KOGL","B0013KBX7K",5
"AUBKXJYRKGOF4","B0013Y67DQ",5
"A132ETQPMHQ585","B0013Y67DQ",4
"A1ZJJWF69R31ZL","B0013Y67DQ",5
"AC82XED9ZBMRW","B0013Y67DQ",5
"A1MT3GT9YHEDFQ","B0013Y67DQ",4
"A1J98N4I9FT6PP","B0015A6WKQ",4
"A17V9XL4CWTQ6G","B0015A6WKQ",5
"A3PSITW32SJ7D8","B0015A6WKQ",4
"AQLXZI81F54VB","B0015A6WKQ",5
"A1SRN7SCLXAD3S","B0015A6WKQ",1
"AB415PNSCQ6OY","B0015A6WKQ",5
"A2OMZ8QPFZQBO4","B0015A6WKQ",5
"A2J4XMWKR8PPD0","B0015A6WKQ",5
"A154LF7THOX5E2","B0015A6WKQ",2
"A1WQM6SCA7UG4M","B0018P3G3Y",4
"A2HH8ZA8ZOBGGT","B0018P3G3Y",5
"ABTAORGTWM7Z2","B0018P3G3Y",5
"A16I3WV0ZVNYMT","B0018P3G3Y",5
"AC6LDP8HWYJB7","B0018P3G3Y",1
"A2J4XMWKR8PPD0","B0018P3G3Y",5
"A1S1J45UFGG8MT","B0018P51PU",5
"A27OTTW1CSOYWX","B0018P51PU",5
"ARS8GQT0OC7YN","B0018P51PU",5
"A71JTMCH1AGOD","B0018P51PU",5
"A3VXDFY7WYRM2L","B0018P51PU",5
"AUBKXJYRKGOF4","B0018T0IUE",4
"A1084V41BP7RDH","B0018T0IUE",4
"A3STYWJJV2NM5V","B0018T0IUE",5
"A3IMC3V6YXSLV4","B0018T0IUE",1
"AYMAR4PF7FPAJ","B0018T0IUE",1
"A2USMIT2CSA08","B0018T0IUE",4
"A24YA4ZYCDUIKP","B0018T0IUE",4
"A28F5OASAOTAI8","B0018T0NHM",3
"A2Q9AEYIBUG2WQ","B0018T0NHM",5
"A3IMC3V6YXSLV4","B0018T0NHM",1
"A2GD9XGLO75GVY","B0018T0NHM",5
"A2CPFR188RWOUD","B0018T0NHM",5
"A2J4XMWKR8PPD0","B0018T0NHM",5
"A3V4XZQXW7PZ20","B0018T0NHM",5
"A2EYCQSJ6EMQCE","B0018T2EZQ",5
"A34SS75X618CGH","B0018T2EZQ",5
"A2QSAE608D8KEK","B0018T2EZQ",1
"A3KQSR125P72QR","B0018T2EZQ",5
"A1YGGIGNDYCI09","B0018T2EZQ",4
"A32GI2L12I8G2P","B0018T2EZQ",5
"A37IRE9GZ0CZ7I","B001AOZVSQ",5
"A2O421DTA8J0RW","B001AOZVSQ",4
"A2V5R832QCSOMX","B001AOZVSQ",3
"AC82XED9ZBMRW","B001AOZVSQ",5
"ARY56XCOUY0E4","B001AOZVSQ",5
"A2J4XMWKR8PPD0","B001AOZVSQ",5
"A2GA55P7WGHJCP","B001GKK6G6",2
"A1R2FKV04S68D1","B001GKK6G6",5
"A2LDTYS4YLY6V4","B001GKK6G6",2
"A3378AI7WL8DDD","B001GKK6G6",5
"A1CFJT71XISE2S","B001GKK6G6",4
"A23PULZRJDHBT6","B001GKK6G6",3
"A20RGN8AMQZQNL","B001GKK6G6",5
"A4SI2ZNUXBPEP","B001GKK6G6",5
"A3R5RK752TYZ4Z","B001GKK6G6",5
"A3FC7LPBDN6623","B001GKK6G6",4
"A132ETQPMHQ585","B001IB70JY",3
"A2OR8PIOK8HWLH","B001IB70JY",5
"AY9SU6I37JT6W","B001IB70JY",5
"A2GD9XGLO75GVY","B001IB70JY",5
"A1HTU3BEHDKKLI","B001IB70JY",5
"A1KPLM4USSPHHB","B001IB70JY",5
"A2U17368AIPFIT","B001IB70JY",2
"A182IOCHPL1U3W","B001IB70JY",5
"A238SUD2J8IG5S","B001IB70JY",5
"A31OCML7XNIWRY","B001T6UGLC",2
"A2OHDNM0CPAWV9","B001T6UGLC",5
"A1MT3GT9YHEDFQ","B001T6UGLC",4
"A30F1GNJ0OQWZD","B001T6UGLC",5
"A3LDFTSXU3UPBO","B001T6UGLC",5
"ABTAORGTWM7Z2","B001V9LQF2",2
"AJHL7N62ROBOQ","B001V9LQF2",4
"A2WT3YQN6P5ZDB","B001V9LQF2",5
"AMDC4OLGMNHH6","B001V9LQF2",5
"A3REHP66QIF8LJ","B001V9LQF2",5
"A2PC6KJ50P32KE","B001V9LQF2",5
"A15OP78W8FAAD1","B001VKH04M",3
"A3IYM2VCPFWQ3K","B001VKH04M",5
"A1AB3SEDDMS0BO","B001VKH04M",4
"AY9SU6I37JT6W","B001VKH04M",4
"A3OGU79CV3295M","B001VKH04M",5
"A2USMIT2CSA08","B001VKH04M",5
"A2CQ2X9H9HY6W0","B001VKH04M",5
"A25GUWKQXN4SI0","B001VKH04M",5
"A3EOP7LRXLZQ7K","B001VKH04M",5
"A2OPFLMNQW1YS3","B0026P45QW",4
"A3A96IXQBHMP10","B0026P45QW",5
"A2RF836ZH9YY9","B0026P45QW",5
"A33FJD2E01DQBO","B0026P45QW",5
"A2O421DTA8J0RW","B0026P45QW",4
"A2A4C0IRW8OMIK","B0026P45QW",3
"A369DQIY70GYL2","B0026P45QW",4
"A6PWTFMJMPTCO","B0026P45QW",5
"A2J4XMWKR8PPD0","B0026P45QW",5
"A3LDFTSXU3UPBO","B0026P45QW",5
"AWBGHDHH7E51F","B0026P45QW",5
"A18NGY59FL7VM8","B0028P8EG2",3
"A1Q20SCKBRWNZ","B0028P8EG2",5
"AZUH5XSJ2NLXR","B0028P8EG2",4
"APLNA3IG81MEW","B0028P8EG2",5
"AK2FPYNJJ20LP","B0028P8EG2",5
"AD8WCKE5CNLUR","B0028P8EG2",4
"A23TVM6UI5ULUD","B0028P8EG2",3
"A2EYCQSJ6EMQCE","B0029HQLP0",4
"A1MPWQVJBMGDSB","B0029HQLP0",5
"A3STYWJJV2NM5V","B0029HQLP0",5
"A1TKNVUVJ8I8KW","B0029HQLP0",3
"A3GF04YX7AC8AZ","B0029HQLP0",5
"A3MFYAUJ17ZR1T","B0029HQLP0",4
"ADJ0I4TL7QXFE","B0029HQLP0",5
"A3PCP06QKB4LXQ","B0029HQLP0",5
"A1P5VCJVV6JA0Z","B0029HQLP0",5
"A13HL9JBGOG5DL","B0029HQLP0",5
"A19TN7UDB5JNHE","B002NRDV04",3
"A1TKNVUVJ8I8KW","B002NRDV04",5
"A2WT3YQN6P5ZDB","B002NRDV04",4
"A4MZCGE8OXBAW","B002NRDV04",4
"A31OCML7XNIWRY","B002NRDV04",5
"AU5E31C2M5YGB","B002O9D69M",5
"A318XAP8UZZWVU","B002O9D69M",4
"A1W8P1NGLO0HAQ","B002O9D69M",5
"A10OZSMV7HOTCF","B002O9D69M",2
"AB24LMHHPLUEG","B002O9D69M",5
"A3UOZKXPGY4N1U","B002O9D69M",4
"A1FNLEIYDZZ94","B002O9D69M",2
"A1SNWL5149BR45","B002PHLVJA",5
"A2O421DTA8J0RW","B002PHLVJA",4
"A1D3RZRRITKB75","B002PHLVJA",5
"A2XN1YTRKI3GU7","B002PHLVJA",5
"A1KPLM4USSPHHB","B002PHLVJA",5
"AFMPV14Q30N3L","B002PHLVJA",5
"A10H63KUGJEPAJ","B002PHLVJA",5
"A37IRE9GZ0CZ7I","B002RADHJC",5
"A2IMZ3QN83XP08","B002RADHJC",3
"A34BZM6S9L7QI4","B002RADHJC",5
"A2K2424WQE0T1D","B002RADHJC",5
"AOLN2ZG8Y40S0","B002RADHJC",3
"A2QSAE608D8KEK","B002RADHJC",1
"A31FUWP3DWIXH5","B002RADHJC",5
"A3LD208P9CSWYM","B002RADHJC",5
"A2XN1YTRKI3GU7","B002RADHJC",3
"A13KLKAIMA3ETS","B002RADHJC",3
"A2FQEIN3IPMQE","B002RADHJC",3
"ACGWBBUYAPX7G","B002RADHJC",4
"A1YGGIGNDYCI09","B002RADHJC",4
"AJ7P9QGPFB8Y1","B002RADHJC",5
"A28IBOLVCSQRLQ","B002RADHJC",4
"A2VSG9C77BOFPR","B002RADHJC",4
"AD55VDX9UZP7F","B002RADHJC",5
"A22F95LFUTNPBL","B002RADHJC",3
"A1BT72V65ND3VF","B002RADHJC",5
"A9L27MWL35RX9","B002VWDR78",5
"A3IYM2VCPFWQ3K","B002VWDR78",5
"AURLKULJOZKK2","B002VWDR78",5
"A2EXY0DVZ04RHY","B002VWDR78",5
"A11VQPE740I4VD","B002VWDR78",4
"A1AQIXU52LE5HT","B002VWDR78",5
"A2KSZBY9SW10DM","B002VWDR78",4
"A26WLKKPYV62FU","B002VWDR78",5
"A3GBYARSIXM1RT","B002XVEEVA",5
"A3V24JYN4Y4QD9","B002XVEEVA",5
"AODK50UJZP5CL","B002XVEEVA",2
"A6MGY0GBPVR8P","B002XVEEVA",5
"A2F4FJ3BIZ68GJ","B002XVEEVA",5
"A187KKMXQ31JYR","B002XVEEVA",4
"A1W0JCMP8MEN1H","B002YOMOKO",4
"A3QUGAE623C24N","B002YOMOKO",5
"A2XGG0GURTFFWU","B002YOMOKO",5
"A2HH8ZA8ZOBGGT","B002YOMOKO",5
"AQG80SOFS0C58","B002YOMOKO",3
"A16I3WV0ZVNYMT","B002YOMOKO",4
"ALKDL3UEHSDPC","B002YOMOKO",3
"A2LX85V0TVHUQK","B002YOMOKO",2
"A1KTIWXMF787FV","B002YOMOKO",4
"AGNXI2OEOANZ8","B002YOMOKO",3
"AS0THFHAACZ46","B0036FFHBS",5
"A1TKNVUVJ8I8KW","B0036FFHBS",5
"A3644XBFGBTDIA","B0036FFHBS",3
"A287547UH1VBJ7","B0036FFHBS",3
"A34IS8UWEQLWOL","B0036FFHBS",5
"A5Q5FVT1S6XDS","B00374HRWA",5
"ALPDNNJCJ22DG","B00374HRWA",5
"A14C63AS3DGV7H","B00374HRWA",5
"A1W0JCMP8MEN1H","B00374HRWA",5
"A3O6NMWS4GF135","B00374HRWA",5
"A2LBYDH8G08CJ6","B00374HRWA",4
"A3R72ZJRSS90VX","B00374HRWA",5
"A2KBV88FL48CFS","B00374HRWA",5
"A2WNIP6Z2N09LC","B00374HRWA",5
"A18JTJ146ECEX7","B00374HRWA",4
"APLNA3IG81MEW","B00374HRWA",4
"A3G0WJM976KOGL","B00374HRWA",5
"A31XUJMEDBUGKR","B00374HRWA",4
"A2KBV88FL48CFS","B003BNZ4QS",5
"A1JNASJT8V298J","B003BNZ4QS",5
"A31CYBD5NTY6VB","B003BNZ4QS",5
"A9BD4T6D6BLMZ","B003BNZ4QS",5
"A2J4XMWKR8PPD0","B003BNZ4QS",5
"A30F1GNJ0OQWZD","B003BNZ4QS",5
"A3LDFTSXU3UPBO","B003BNZ4QS",5
"AVUJP7Z6BNT11","B003DHSE6O",5
"A1I2O8IWKYI8IO","B003DHSE6O",4
"ABXEHWDIALHM4","B003DHSE6O",4
"A3HYSVDNUK7IUE","B003DHSE6O",3
"A3MFYAUJ17ZR1T","B003DHSE6O",2
"A1ALFLX3ZYMDOS","B003DHSE6O",5
"AUQZRDL5M9BSF","B003DHSE6O",5
"AFMPV14Q30N3L","B003DHSE6O",5
"A29Q46ODD8TOLZ","B003DHSE6O",5
"A2PZCYNRZW5C34","B003DNR2HK",5
"A1M1Y5UGONAW06","B003DNR2HK",5
"ATFJ0SOX2Z3I","B003DNR2HK",5
"AC82XED9ZBMRW","B003DNR2HK",5
"A256ETJUW8C9BQ","B003DNR2HK",5
"A6BPXZYEF2ZL1","B003DNR2HK",5
"A35PRD7SS9IHIH","B003DNR2HK",5
"A2UOEJUQKZDU4U","B003DNR2HK",5
"A2BH6HF3QVOUY9","B003DNR2HK",5
"AZPXHNZR1CMAO","B003DNR2HK",4
"A1N7ES8S4XDW74","B003DNR2HK",5
"A1PMK3AQE5OWQS","B003DNR2HK",4
"A1Q5DUCHFS4WV5","B003DNR4XC",5
"A16MXJQGC48ZSW","B003DNR4XC",4
"AEMBPMLIHEWH7","B003DNR4XC",5
"A2N6XEJPUUZFKY","B003DNR4XC",4
"A63J46S5LEVUM","B003DNR4XC",5
"A256ETJUW8C9BQ","B003DNR4XC",5
"AP6SZE1VIDKZ3","B003DNR4XC",4
"A29ZGNBUMQED0C","B003DNR4XC",5
"A3FCK65KL97H9Z","B003DNR4XC",4
"A3DYNKG5I0ITCF","B003DNR4XC",5
"AZ72LZM5ENDN1","B003IEYEFW",5
"A1SNWL5149BR45","B003IEYEFW",5
"AEMBPMLIHEWH7","B003IEYEFW",4
"A34V33RIYZJXN5","B003IEYEFW",5
"A35HDYYKYDCFZO","B003IEYEFW",3
"A2OVRAIB0FAXV8","B003IEYEFW",4
"A37IRE9GZ0CZ7I","B003JKSP78",2
"A2Y1A76BEEYN6F","B003JKSP78",4
"A3NGB0SZUKO37U","B003JKSP78",5
"A2R1IICZ1Q9O79","B003JKSP78",5
"A3H99Z64RZS1BO","B003JKSP78",5
"A2O6ZO8I28VSEM","B003JKSP78",5
"ATMZZ9AQQCAJ9","B003N63ESI",5
"A2RMZMXQUQ7TRY","B003N63ESI",3
"A1SDVXIMK0HL6A","B003N63ESI",4
"A2THIXG7X5T53F","B003N63ESI",3
"A4JUFO59WP1N0","B003N63ESI",5
"A4O787I6NONMP","B003N63ESI",5
"A20UGDRZTW40UF","B003NX87U6",5
"A3J16YJTJ671J8","B003NX87U6",5
"A2V5R832QCSOMX","B003NX87U6",4
"A1YGGIGNDYCI09","B003NX87U6",3
"A4MZCGE8OXBAW","B003NX87U6",3
"A256ETJUW8C9BQ","B003NX87U6",4
"AZPXHNZR1CMAO","B003NX87U6",3
"A3G0WJM976KOGL","B003NX87U6",5
"A24YA4ZYCDUIKP","B003NX87U6",2
"A2HD9JTLRSC9IL","B003P2VPV8",3
"A3EXUTKZCHD4ZR","B003P2VPV8",3
"A1G66MRTMIUS7M","B003P2VPV8",5
"A2A4C0IRW8OMIK","B003P2VPV8",3
"A25EIRACBKTP96","B003P2VPV8",5
"A2LAGOPH8L3LD3","B003P2VPV8",4
"A3GH7JFDZIE9Y3","B003P2VPV8",5
"A19A8X201H0TNB","B003P2VPV8",5
"AD55VDX9UZP7F","B003P2VPV8",5
"A1S21UVMN61AZF","B003P2VPV8",2
"A3KR8RNNPF2XY","B003P2VPV8",2
"A3O5EQTK7J8HLW","B003S7NMZ2",5
"AODK50UJZP5CL","B003S7NMZ2",5
"A234URBDL8UFUP","B003S7NMZ2",4
"A2F4FJ3BIZ68GJ","B003S7NMZ2",5
"A2M90K0DD3K12H","B003S7NMZ2",5
"AFMPV14Q30N3L","B003S7NMZ2",5
"A3GBYARSIXM1RT","B003S7T8NM",5
"AUTQLQS4SNZAP","B003S7T8NM",5
"A24NCFZAQ56ZY5","B003S7T8NM",4
"AHG6WBVD2JYXR","B003S7T8NM",5
"A2VCZP1QR6F8W8","B003S7T8NM",4
"AODK50UJZP5CL","B003S7T8NM",5
"A1SDVXIMK0HL6A","B003S7T8NM",1
"A234URBDL8UFUP","B003S7T8NM",5
"A14HCVAESP0PPF","B003S7T8NM",5
"A2F4FJ3BIZ68GJ","B003S7T8NM",5
"A1ALFLX3ZYMDOS","B003S7T8NM",5
"A331XWME9Y4WS9","B003S7T8NM",5
"A3FCK65KL97H9Z","B003S7T8NM",5
"A37URRNLNUKSAA","B003U77NN2",4
"A3O6NMWS4GF135","B003U77NN2",5
"A1C6WEU56EYS4G","B003U77NN2",5
"AHG6WBVD2JYXR","B003U77NN2",5
"A2TDW6NOL0BYFN","B003U77NN2",5
"A3V24JYN4Y4QD9","B003U77NN2",5
"A1H5V01OH3F182","B003U77NN2",5
"A6MGY0GBPVR8P","B003U77NN2",5
"A234URBDL8UFUP","B003U77NN2",5
"ABU3THVTWRYB1","B003U77NN2",5
"A1BYEHRTUTXU2E","B003U77NN2",5
"A3O5EQTK7J8HLW","B003U7CXBY",5
"AODK50UJZP5CL","B003U7CXBY",4
"AENH50GW3OKDA","B003U7CXBY",5
"A6MGY0GBPVR8P","B003U7CXBY",5
"A14HCVAESP0PPF","B003U7CXBY",5
"A2F4FJ3BIZ68GJ","B003U7CXBY",5
"A1ALFLX3ZYMDOS","B003U7CXBY",5
"A331XWME9Y4WS9","B003U7CXBY",5
"A2M90K0DD3K12H","B003U7CXBY",5
"A23P7HJBRQ0F7L","B003VGW5C6",2
"A10OZSMV7HOTCF","B003VGW5C6",5
"A34YY7FB0QENN5","B003VGW5C6",4
"A2J4XMWKR8PPD0","B003VGW5C6",5
"A154LF7THOX5E2","B003VGW5C6",5
"A3LDFTSXU3UPBO","B003VGW5C6",5
"A37IRE9GZ0CZ7I","B003XDVUEQ",3
"A2YJQPNNAAK5KC","B003XDVUEQ",4
"A2D3HCE7PJRIQL","B003XDVUEQ",5
"A1SNWL5149BR45","B003XDVUEQ",5
"A2QSAE608D8KEK","B003XDVUEQ",5
"AGF6Y281X026","B003XDVUEQ",5
"A2LZN943ROJL63","B003XDVUEQ",4
"AZIWJPM3TUKZ0","B003XDVUEQ",5
"A2DLRRMRYOCLU3","B003XDVUEQ",5
